ID,cm.DESPC,cm.DESSC,cm.DESWC,cm.DESPL,cm.DESPLd,cm.DESSL,cm.DESSLd,cm.DESWLsy,cm.DESWLsyd,cm.DESWLlt,cm.DESWLltd,cm.CRFNO1,cm.CRFAO1,cm.CRFSO1,cm.CRFNOa,cm.CRFAOa,cm.CRFSOa,cm.CRFCWO1,cm.CRFCWO1d,cm.CRFCWOa,cm.CRFCWOad,cm.CRFANP1,cm.CRFANPa,cm.LSASS1,cm.LSASS1d,cm.LSASSp,cm.LSASSpd,cm.LSAPP1,cm.LSAPP1d,cm.LSAGN,cm.LSAGNd,cm.LDTTRc,cm.LDTTRa,cm.LDMTLDa,cm.LDVOCDa,cm.CNCAll,cm.CNCCaus,cm.CNCLogic,cm.CNCADC,cm.CNCTemp,cm.CNCAdd,cm.CNCPos,cm.CNCNeg,cm.CNCAlter,cm.CNCConclu,cm.CNCExpli,cm.CNCConce,cm.CNCCondi,cm.CNCConfor,cm.CNCFinal,cm.CNCProp,cm.CNCComp,cm.CNCConse,cm.CNCInte,cm.SMCAUSv,cm.SMCAUSvp,cm.SMCAUSr,cm.SMCAUSlsa,cm.SMCAUSwn,cm.SYNLE,cm.SYNMEDpos,cm.SYNMEDwrd,cm.SYNMEDlem,cm.SYNSTRUTa,cm.SYNSTRUTt,cm.DRNP,cm.DRVP,cm.DRAP,cm.DRPP,cm.DRPVAL,cm.DRNEG,cm.DRGERUND,cm.DRINF,cm.WRDNOUN,cm.WRDVERB,cm.WRDADJ,cm.WRDADV,cm.WRDPRO,cm.WRDPRP1s,cm.WRDPRP1p,cm.WRDPRP2,cm.WRDPRP3s,cm.WRDPRP3p,cm.WRDFRQc,cm.WRDFRQa,cm.WRDFRQmc,cm.WRDAOAc,cm.WRDFAMc,cm.WRDCNCc,cm.WRDIMGc,cm.WRDMEAc,cm.RDFRE,cm.RDFKGL,cm.RDL2
23,1,1,18,1.0,0.0,17.0,0.0,1.8888888888888888,0.9002541398626663,5.117647058823529,2.1931002214479114,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,0.9,0.8823529411764706,40.459999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,1,0,0,0,0,0,0,6.132207980905698,1.8135548777379926,6.132207980905698,464.6666666666667,559.0,356.14285714285717,339.2857142857143,336.25,25.35647058823531,13.945882352941176,nan
24,1,2,24,2.0,0.0,10.5,0.5,1.9166666666666667,1.1000658741803746,5.095238095238095,2.6709149833105066,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3933221,0.0,0.3933221,0.0,0,0,0.696661,0.30333892,0.9230769230769231,0.9523809523809523,123.47999999999988,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6747096,6.0,0.5,0.8333333333333334,0.9166666666666666,0.9166666666666666,0,0,0,2,0,0,0,0,0,5,3,7,0,3,0,0,0,0,0,0,6.640196542706414,1.8931415628554598,6.308186715571093,375.0,588.6666666666666,303.0,323.44444444444446,346.0,27.485000000000014,11.91,95.0412860192561
35,1,2,31,2.0,0.0,12.5,0.5,1.7419354838709677,0.964978132238718,5.04,2.4245411937106778,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.13597535,0.0,0.13597535,0.0,0,0,0.5679876,0.4320123,1.0,0.96,174.9999999999999,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7663867,5.0,0.25,0.9444444444444445,1.0,1.0,0,0,1,3,0,0,0,0,0,4,5,6,2,3,0,0,0,0,0,0,6.633897358014786,1.8921924682940396,6.357484968097503,403.0,590.0909090909091,312.3333333333333,339.8181818181818,375.0,32.504999999999995,11.706666666666667,96.13595371660504
37,1,1,7,1.0,0.0,6.0,0.0,1.8571428571428572,1.0690449676496976,4.833333333333333,2.266911751455907,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6.600220643016792,1.8871030792337045,6.600220643016792,269.0,561.0,422.5,413.5,349.5,31.545000000000016,10.350000000000001,nan
68,1,4,32,4.0,0.0,6.5,3.640054944640259,1.9375,1.2684127749837335,5.5,3.3883283829595428,0,0,0,0,0,0,0.020833333333333332,0.02946278254943948,0.01918859649122807,0.027285892846774785,0,0,0.0,0.0,0.02390848,0.053460985,0,0,0.14293137,0.32732695,1.0,0.92,87.50000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122583374,2.0,1.25,1.0,1.0,1.0,0.8552640812643332,0.8552640812643332,1,2,0,0,0,0,0,1,8,5,1,0,0,0,0,0,0,0,6.422687904750989,1.8598367068337043,5.138150323800791,486.0,599.4444444444445,245.375,264.6666666666667,293.57142857142856,17.755250000000018,12.335500000000003,122.58157270598777
286,1,4,20,4.0,0.0,4.25,2.7726341266023544,1.8,0.8944271909999159,4.647058823529412,2.3499981594633153,0,0,0,0,0,0,0.037037037037037035,0.05237828008789241,0.06316137566137565,0.06382617804765701,0,0,0.04460977,0.029700506,0.0906891,0.12574407,0,0,0.3147102,0.41107732,1.0,0.9047619047619048,61.74000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,1.0,1.25,0.9166666666666666,1.0,1.0,0.6648297410760264,0.6648297410760264,1,1,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,6.322474067281793,1.8441105978978645,5.578653588778052,0,612.3333333333334,269.0,303.0,331.3333333333333,38.29772058823531,8.973382352941176,121.53449948966797
665,1,1,7,1.0,0.0,5.0,0.0,2.142857142857143,1.2149857925879117,7.2,2.481934729198171,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,6.6182822081494646,1.889835851103017,5.294625766519571,0,0,0,0,0,-18.19999999999996,17.040000000000003,nan
804,1,4,42,4.0,0.0,9.25,7.39509972887452,1.5714285714285714,0.8006965608633506,4.27027027027027,2.1390658310712842,0,1,0,0,1,0,0.03076923076923077,0.06153846153846154,0.01855921855921856,0.042179539755494835,0,0,0.1284207,0.15201582,0.09498614,0.11302701,0,0,0.29037154,0.42665264,0.8571428571428571,0.8974358974358975,106.47000000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.2309148,3.0,3.0,0.95,0.975,0.975,0.6574216191211376,0.6574216191211376,2,2,1,0,0,0,0,0,5,6,1,2,2,0,0,0,0,0,6.413013596333557,1.8583293002851018,6.046555676543068,289.0,613.2,246.3,270.5,310.1,67.42803571428573,6.028214285714288,131.1427355025562
842,1,3,24,3.0,0.0,7.0,7.118052168020874,1.9166666666666667,1.1000658741803746,4.809523809523809,2.665816190910172,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.24272166,0.2248723,0.16596468,0.2132955,0,0,0.43604338,0.43805516,1.0,0.9523809523809523,123.47999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.600726,6.0,1.4,1.0,1.0,1.0,0.4143989873053573,0.4143989873053573,2,2,0,0,0,0,0,1,5,6,2,0,2,0,0,0,0,0,6.478158172069714,1.868436237257121,5.552707004631184,383.0,599.75,237.25,275.75,332.25,26.50142857142862,11.301904761904762,103.67100335357769
1098,1,3,19,3.0,0.0,5.0,4.96655480858378,1.6842105263157894,1.0568628408301075,4.733333333333333,2.4890872936792623,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.09816082,0.09816082,0.06544054,0.09254692,0,0,0.26584923,0.40013912,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,3.0,0.3333333333333333,1.0,1.0,1.0,0.2720234848070483,0.2720234848070483,0,0,0,0,0,0,0,1,0,3,2,2,1,0,0,0,0,0,6.146786109996752,1.815929361483588,5.2686738085686455,0,616.5,275.1666666666667,289.5,328.5,44.98404761904763,8.144285714285715,88.63557367884768
1200,1,1,15,1.0,0.0,13.0,0.0,1.7333333333333334,1.0327955589886444,5.0,2.660248687044705,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,0.9230769230769231,47.320000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,2.5,1.0,1.0,1.0,0,0,0,2,0,0,2,0,0,0,4,3,0,2,0,0,0,0,0,0,6.373679919140978,1.8521769980949276,5.393113777734674,383.0,583.3333333333334,314.6666666666667,354.0,346.3333333333333,37.455384615384645,11.264615384615386,74.72209143459843
1223,1,1,26,1.0,0.0,21.0,0.0,1.8461538461538463,1.0076629473115577,5.142857142857143,2.7823545062841033,0,0,0,0,0,0,0.047619047619047616,0.0,0.047619047619047616,0.0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,0.9523809523809523,123.47999999999988,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,6.0,0.7777777777777778,1.0,1.0,0,0,0,1,0,0,0,0,0,1,5,3,1,1,2,1,0,0,0,0,6.473672253014909,1.8677435291090132,6.473672253014909,315.0,583.2727272727273,303.6363636363636,336.45454545454544,356.27272727272725,12.291428571428611,16.761904761904763,101.2030352353389
1279,1,1,12,1.0,0.0,11.0,0.0,2.3333333333333335,1.4354811251305468,6.0,3.592922335521728,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5555555555555555,1.0,1.0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6.17314960742736,1.8202091788911796,5.611954188570327,406.0,565.5,329.5,319.0,217.0,-11.98454545454544,17.663636363636368,79.58144275720412
1280,1,1,9,1.0,0.0,6.0,0.0,1.5555555555555556,0.7264831572567789,4.166666666666667,2.034425935955617,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6.654142071178864,1.895239528612544,4.752958622270617,486.0,511.0,498.0,437.0,0,54.70142857142861,7.368571428571428,60.50744620751904
1393,1,2,14,2.0,0.0,6.5,4.5,1.5714285714285714,1.1578684470436789,4.0,2.57203899958469,0,0,0,0,0,0,0.027777777777777776,0.039283710065919304,0.013888888888888888,0.03105649968749708,0,0,0.021437151,0.0,0.021437151,0.0,0,0,0.5107186,0.48928142,1.0,0.8571428571428571,27.439999999999994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.25,2.0,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,2,1,0,0,3,0,0,0,2,3,1,0,1,0,0,0,0,0,6.582474879171682,1.8844107960759457,6.582474879171682,407.3333333333333,562.3333333333334,280.0,292.8333333333333,302.2,59.745000000000005,6.416666666666668,102.58268802534052
1399,1,2,17,2.0,0.0,6.5,0.5,1.5294117647058822,0.6242642728467978,3.923076923076923,1.7742403991801223,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.08620326,0.0,0.08620326,0.0,0,0,0.54310167,0.4568984,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.875,1.0,1.0,0,0,1,1,0,0,0,0,0,0,5,1,1,1,1,0,0,0,0,0,6.209276558351005,1.8260443929193997,5.322237050015146,486.0,592.25,311.25,296.5,300.3333333333333,60.74428571428575,6.525714285714287,73.14827369558631
1408,1,2,15,2.0,0.0,5.5,1.5,1.6666666666666667,0.816496580927726,4.636363636363637,2.05703790890632,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.045650654,0.0,0.045650654,0.0,0,0,0.5228253,0.47717467,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999997,1.0,0.3333333333333333,1.0,1.0,1.0,0,0,2,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,6.653755229526047,1.8951813914562097,5.443981551430403,486.0,585.0,327.6666666666667,306.0,305.5,39.7434090909091,9.08227272727273,75.85161034951209
1450,1,1,9,1.0,0.0,6.0,0.0,1.4444444444444444,0.7264831572567789,3.6666666666666665,2.1343747458109497,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,1.0,1.0,1.0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6.653538526563127,1.8951488224054454,4.435692351042085,486.0,571.5,349.5,327.0,260.0,59.745000000000005,6.416666666666668,53.46254865488949
1546,1,2,20,2.0,0.0,9.0,3.0,1.7,0.9233805168766387,4.555555555555555,2.8327886186626583,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.013879582,0.0,0.013879582,0.0,0,0,0.50693977,0.4930602,1.0,0.9444444444444444,90.71999999999997,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.48802906,2.0,1.5,0.8571428571428571,1.0,0.8571428571428571,0,0,0,2,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,6.592838414808871,1.8859839712321371,6.20502439040835,454.0,589.8181818181819,306.6,323.6363636363636,343.375,58.8663235294118,7.160294117647062,92.7505665890174
1555,1,1,19,1.0,0.0,18.0,0.0,1.9473684210526316,1.26814318375447,5.277777777777778,2.824605293085814,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,6.435206261820162,1.861783893653306,6.056664717007211,289.0,604.1428571428571,264.85714285714283,297.57142857142856,353.42857142857144,30.332941176470626,13.251764705882355,nan
1556,1,1,19,1.0,0.0,18.0,0.0,1.9473684210526316,1.26814318375447,5.277777777777778,2.824605293085814,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,6.435206261820162,1.861783893653306,6.056664717007211,289.0,604.1428571428571,264.85714285714283,297.57142857142856,353.42857142857144,30.332941176470626,13.251764705882355,nan
1570,1,4,41,4.0,0.0,9.0,7.3824115301167,2,1.2041594578792296,5.361111111111111,3.0925787313949735,0,0,0,0,0,0,0.022222222222222223,0.03142696805273544,0.011111111111111112,0.024845199749997663,0,0,0.1108863,0.04434069,0.25709298,0.16044566,0,0,0.4428197,0.3504146,0.95,0.9166666666666666,120.95999999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.14843556,4.0,1.0,0.9666666666666667,1.0,1.0,0.5947975240854348,0.5947975240854348,2,2,0,0,1,0,1,0,8,8,4,0,1,0,0,0,0,0,6.531127097183219,1.8765795313318723,6.146943150290089,343.75,594.4166666666666,280.75,295.0833333333333,318.3636363636364,16.56632352941179,13.06029411764706,129.08619633043975
1595,1,4,41,4.0,0.0,9.0,7.3824115301167,2,1.2041594578792296,5.361111111111111,3.0925787313949735,0,0,0,0,0,0,0.022222222222222223,0.03142696805273544,0.011111111111111112,0.024845199749997663,0,0,0.1108863,0.04434069,0.25709298,0.16044566,0,0,0.4428197,0.3504146,0.95,0.9166666666666666,120.95999999999995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.14843556,4.0,1.0,0.9666666666666667,1.0,1.0,0.5947975240854348,0.5947975240854348,2,2,0,0,1,0,1,0,8,8,4,0,1,0,0,0,0,0,6.531127097183219,1.8765795313318723,6.146943150290089,343.75,594.4166666666666,280.75,295.0833333333333,318.3636363636364,16.56632352941179,13.06029411764706,129.08619633043975
1633,1,2,28,2.0,0.0,11.0,2.0,1.6428571428571428,0.8261595987094035,4.636363636363637,2.3460887091934435,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.12940457,0.0,0.12940457,0.0,0,0,0.5647023,0.4352977,1.0,0.9565217391304348,148.12000000000012,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.24999999,2.0,1.0,0.75,0.875,0.875,0,0,2,1,0,0,0,0,0,1,9,2,0,1,0,0,0,0,0,0,6.183264356805821,1.8218463450895543,5.645589195344445,507.3333333333333,530.1,331.0,314.5,335.7142857142857,44.35380434782613,9.929782608695653,80.3283080826234
4529,1,2,13,2.0,0.0,5.0,5.0,1.7692307692307692,1.0127393670836666,5.0,2.9664793948382653,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.25000003,0.43301278,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,0,0,1,1,0,0,2,0,0,0,3,1,2,1,0,0,0,0,0,0,6.651371297941302,1.8948230436260955,5.986234168147172,383.0,602.0,233.33333333333334,261.0,309.3333333333333,32.56000000000003,9.96,87.89232970370794
4593,1,2,14,2.0,0.0,5.5,1.5,1.7142857142857142,1.1387288073563857,5.181818181818182,3.1281182789245916,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.025324415,0.0,0.025324415,0.0,0,0,0.4873378,0.51266223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,5.652297807578912,1.7320621540886203,5.652297807578912,0,606.5,228.5,253.0,320.0,61.26750000000001,5.831666666666667,80.47727281728973
4910,1,1,14,1.0,0.0,13.0,0.0,1.8571428571428572,1.027105182026191,4.615384615384615,2.8158469565727886,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.99999994,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,6.488669727601758,1.8700575370716852,6.488669727601758,0,609.8,284.4,326.4,364.0,30.947692307692336,12.172307692307694,nan
5232,1,1,16,1.0,0.0,14.0,0.0,2.25,1.2909944487358056,6.214285714285714,3.0042486921161555,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5.995638387917316,1.7910322695353256,5.995638387917316,0,576.75,319.75,358.75,387.5,4.916923076923098,15.803076923076926,nan
5275,1,1,13,1.0,0.0,11.0,0.0,2.1538461538461537,1.4051188470584879,5.545454545454546,3.4736314862805093,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6.633957055800715,1.8922014671546041,4.4226380372004765,229.0,621.6666666666666,241.66666666666666,267.3333333333333,325.0,-4.293636363636352,16.590909090909097,nan
5346,1,1,12,1.0,0.0,11.0,0.0,2.1666666666666665,1.4668044012461754,5.909090909090909,3.80082635643034,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6.241845521233309,1.8312758952618744,6.241845521233309,0,623.0,231.5,242.5,275.0,-6.35499999999999,16.63,nan
5457,1,3,14,3.0,0.0,3.3333333333333335,1.8856180831641267,1.6428571428571428,0.9287827316640651,5.4,2.8705400188814645,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.11111111,0.31426966,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.111111104,1.0,0.75,0.7222222222222222,1.0,1.0,0.769800358919501,0.769800358919501,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,5.567519628632013,1.7169496457169495,5.567519628632013,0,0,0,0,0,42.7116666666667,8.130000000000003,125.78815415769277
5747,1,3,16,3.0,0.0,4.333333333333333,4.714045207910317,2,1.3165611772087666,5.615384615384615,3.151030638194468,0,0,0,0,0,0,0.053418803418803416,0.037863344330490066,0.060042735042735045,0.07214663773557013,0,0,0.045195296,0.0023139212,0.050791103,0.0081360685,0,0,0.32702047,0.4776556,1.0,0.875,35.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,2.0,0.5,1.0,1.0,1.0,0.5361275764283291,0.5361275764283291,1,1,0,0,5,0,0,0,1,2,1,1,0,0,0,0,0,0,6.0752204042256475,1.8042182690994604,6.0752204042256475,376.0,570.6,308.0,319.6,335.75,12.425000000000011,12.52,125.52617037890973
7047,1,2,11,2.0,0.0,4.5,2.5,1.9090909090909092,1.2210278829367867,4.555555555555555,2.671292284482513,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.033325024,0.0,0.033325024,0.0,0,0,0.4833375,0.5166625,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,6.614239175597455,1.889224775925344,5.879323711642182,0,626.0,221.33333333333334,234.0,270.0,23.667500000000018,11.07611111111111,85.51838301701464
7048,1,2,15,2.0,0.0,6.0,3.0,1.6666666666666667,1.1751393027860062,4.25,2.742413778650722,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.074693725,0.0,0.074693725,0.0,0,0,0.5373469,0.4626532,1.0,0.9166666666666666,40.319999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,6.614200670525531,1.889218954366283,6.614200670525531,454.0,600.0,309.6,330.2,331.0,45.64500000000001,8.383333333333333,101.83632588901942
8248,1,1,8,1.0,0.0,7.0,0.0,1.625,0.7440238091428449,4.0,2.0,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6.161359021802314,1.8182973736347754,6.161359021802314,434.5,540.6666666666666,365.3333333333333,368.6666666666667,387.0,54.70142857142861,7.368571428571428,nan
