ID,cm.DESPC,cm.DESSC,cm.DESWC,cm.DESPL,cm.DESPLd,cm.DESSL,cm.DESSLd,cm.DESWLsy,cm.DESWLsyd,cm.DESWLlt,cm.DESWLltd,cm.CRFNO1,cm.CRFAO1,cm.CRFSO1,cm.CRFNOa,cm.CRFAOa,cm.CRFSOa,cm.CRFCWO1,cm.CRFCWO1d,cm.CRFCWOa,cm.CRFCWOad,cm.CRFANP1,cm.CRFANPa,cm.LSASS1,cm.LSASS1d,cm.LSASSp,cm.LSASSpd,cm.LSAPP1,cm.LSAPP1d,cm.LSAGN,cm.LSAGNd,cm.LDTTRc,cm.LDTTRa,cm.LDMTLDa,cm.LDVOCDa,cm.CNCAll,cm.CNCCaus,cm.CNCLogic,cm.CNCADC,cm.CNCTemp,cm.CNCAdd,cm.CNCPos,cm.CNCNeg,cm.CNCAlter,cm.CNCConclu,cm.CNCExpli,cm.CNCConce,cm.CNCCondi,cm.CNCConfor,cm.CNCFinal,cm.CNCProp,cm.CNCComp,cm.CNCConse,cm.CNCInte,cm.SMCAUSv,cm.SMCAUSvp,cm.SMCAUSr,cm.SMCAUSlsa,cm.SMCAUSwn,cm.SYNLE,cm.SYNMEDpos,cm.SYNMEDwrd,cm.SYNMEDlem,cm.SYNSTRUTa,cm.SYNSTRUTt,cm.DRNP,cm.DRVP,cm.DRAP,cm.DRPP,cm.DRPVAL,cm.DRNEG,cm.DRGERUND,cm.DRINF,cm.WRDNOUN,cm.WRDVERB,cm.WRDADJ,cm.WRDADV,cm.WRDPRO,cm.WRDPRP1s,cm.WRDPRP1p,cm.WRDPRP2,cm.WRDPRP3s,cm.WRDPRP3p,cm.WRDFRQc,cm.WRDFRQa,cm.WRDFRQmc,cm.WRDAOAc,cm.WRDFAMc,cm.WRDCNCc,cm.WRDIMGc,cm.WRDMEAc,cm.RDFRE,cm.RDFKGL,cm.RDL2
11565,1,3,37,3.0,0.0,9.666666666666666,9.568466729604882,2.027027027027027,1.301419876017611,5.620689655172414,3.3053122665715193,0,0,0,0,0,0,0.0,0.0,0.015584415584415584,0.040848921600295914,0,0,0.0,0.0,0.01162997,0.016447263,0,0,0.22997554,0.41183004,1.0,0.90625,95.57333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.11111111,4.0,2.0,0.8464285714285715,1.0,1.0,0.6852324539966035,0.6852324539966035,0,3,1,0,5,0,0,1,7,4,0,2,1,0,0,0,0,0,6.424469167287524,1.8601140074906453,5.5678732783158535,383.0,581.0,291.85714285714283,311.375,351.42857142857144,10.564999999999998,14.270000000000007,120.61148696971928
11566,1,2,64,2.0,0.0,27.0,22.0,1.90625,1.1645388759722852,4.962962962962963,3.1207962122875403,0,1,0,0,4,0,0.025071225071225074,0.03474615655478435,0.018934122794416912,0.03191103415931085,0,0,0.017377652,0.0,0.017377652,0.0,0,0,0.5086888,0.4913112,1.0,0.8421052631578947,101.07999999999997,0.8738892686261115,2.0,3.0,4.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,3.0,3.0,5.0,0.0,3.0,3.0,0.25,8.0,1.875,0.7760667903525046,0.9642857142857143,0.9642857142857143,0,0,1,4,0,0,3,0,0,1,12,9,2,3,7,0,0,0,0,0,6.489910830513648,1.8702487911013714,5.781920558093978,352.6666666666667,576.8571428571429,263.57894736842104,274.5238095238095,307.72222222222223,8.184318181818213,18.949545454545454,84.66501607794685
11567,1,4,58,4.0,0.0,11.75,9.67923034130297,2.0172413793103448,1.2634036361081906,5.553191489361702,3.174422451329066,0,0,0,0,1,0,0.007142857142857143,0.014285714285714285,0.00908029878618114,0.018681633649040883,0,0,0.084011056,0.11880958,0.055002082,0.09160924,0,0,0.21121037,0.38917,1.0,0.9215686274509803,182.06999999999988,0.9327330932372955,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.5,0.12458252,7.0,3.5,0.8120879120879121,1.0,1.0,0.7263545662145989,0.7263545662145989,0,3,1,0,4,0,0,3,7,8,0,4,4,0,0,0,0,0,6.49669717735223,1.8712939212003468,5.805559179761567,406.25,586.6111111111111,291.0,302.6666666666667,319.53333333333336,14.908750000000026,14.098882978723406,128.7834060515292
11568,1,2,28,2.0,0.0,11.0,6.0,1.9285714285714286,1.1524071884721685,5.363636363636363,2.9931050242098776,0,0,0,0,0,0,0.022727272727272728,0.03936479108111084,0.023376623376623377,0.036060891888090446,0,0,0.009445019,0.0,0.009445019,0.0,0,0,0.50472254,0.49527752,1.0,0.8846153846153846,63.09333333333332,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.24999997,3.0,1.4,0.8392857142857143,1.0,1.0,0,0,0,2,1,0,2,0,0,0,6,3,0,1,1,0,0,0,0,0,6.406171915296006,1.8572618874325542,5.338476596080005,315.0,583.2727272727273,268.3333333333333,272.8181818181818,320.1111111111111,25.455000000000013,12.690000000000001,74.69591827050196
11569,1,2,50,2.0,0.0,21.0,16.0,2.04,1.2610329423265092,5.380952380952381,3.3661648443944614,0,0,1,0,0,1,0.016758241758241758,0.017119154506939998,0.011966454598033544,0.019062369258478182,0,0,0.04636311,0.0,0.04636311,0.0,0,0,0.52318156,0.47681847,1.0,0.8913043478260869,118.49599999999997,0.8991655687307857,2.0,0.0,4.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25000003,3.0,2.6,0.8602941176470589,1.0,1.0,0,0,0,1,1,1,0,0,0,1,10,3,6,2,3,0,0,0,0,0,6.500979108227374,1.8719527975927062,5.466732431918474,389.0,587.8333333333334,291.0,298.6666666666667,334.6666666666667,5.691363636363633,17.930909090909093,77.23207661778268
11570,1,3,37,3.0,0.0,10.0,10.03327796219494,2.1621621621621623,1.3019966187341636,5.766666666666667,3.3134406421254763,0,0,0,0,0,0,0.0,0.0,0.008333333333333333,0.024999999999999998,0,0,0.0,0.0,0.0050987806,0.0072107646,0,0,0.21882302,0.41760108,0.9333333333333333,0.9117647058823529,107.89333333333332,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11111108,2.0,0.8,0.8080357142857143,1.0,1.0,0.7317411808881646,0.7317411808881646,0,2,1,0,3,0,0,1,8,3,0,4,1,0,0,0,0,0,6.436365925752853,1.861964083597305,5.57818380231914,386.75,577.9285714285714,303.15384615384613,311.7142857142857,333.72727272727275,-3.5349999999999966,16.236666666666668,123.69169616602632
11571,1,3,19,3.0,0.0,5.0,3.265986323710904,1.736842105263158,0.8719139396343283,5.266666666666667,2.6948510575210314,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01425727,0.020162823,0,0,0.23172706,0.4110126,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111113,1.0,1.0,0.75,1.0,1.0,0.6208146325056981,0.6208146325056981,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,6.293840951872931,1.8395715285219958,5.454662158289873,403.0,604.6,298.6,312.0,317.75,38.20000000000002,9.173333333333336,114.14843508522095
11572,1,2,55,2.0,0.0,23.0,18.0,1.9272727272727272,1.2598433978893515,5.108695652173913,3.271937737724591,0,1,0,0,3,0,0.017543859649122806,0.024810764252159563,0.01702566991708964,0.027629607824623953,0,0,0.015622728,0.0,0.015622728,0.0,0,0,0.49218866,0.50781137,1.0,0.8571428571428571,96.03999999999998,0.8724450464737242,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.3333333333333333,0.25,6.0,2.857142857142857,0.7619047619047619,1.0,0.9814814814814815,0,0,2,3,0,0,4,0,0,1,10,8,0,5,5,0,0,0,0,0,6.473115869650055,1.8676575798589097,5.7844865218149435,401.3333333333333,585.6363636363636,283.04761904761904,304.95454545454544,320.6111111111111,10.182500000000033,17.67712765957447,84.32883900637451
11573,1,3,20,3.0,0.0,5.333333333333333,3.6817870057290873,1.8,0.8944271909999159,5.3125,2.8442650632456883,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01212388,0.017145757,0,0,0.23030478,0.41167444,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111113,1.0,1.3333333333333333,0.75,1.0,1.0,0.6117522803404348,0.6117522803404348,0,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,6.319833617153664,1.8436928814124836,5.529854415009456,403.0,604.6,298.6,312.0,317.75,32.22166666666669,10.09,115.26250258383568
11574,1,3,24,3.0,0.0,6.333333333333333,4.988876515698588,2.0416666666666665,1.3014763077790332,5.7368421052631575,3.322049229065158,0,0,0,0,0,0,0.020833333333333332,0.02946278254943948,0.010416666666666666,0.023292374765622813,0,0,0.0,0.0,0.0044090357,0.0062353183,0,0,0.22516158,0.4142021,1.0,0.9545454545454546,135.52000000000015,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11111111,1.0,0.5,0.6666666666666666,1.0,1.0,0.6393843658307884,0.6393843658307884,0,1,1,0,0,0,0,0,4,3,0,2,1,0,0,0,0,0,6.2392355937302995,1.8308576738727156,4.99138847498424,0,590.6,272.25,284.2,320.0,18.17833333333334,12.380000000000003,106.08800401864737
11575,1,3,41,3.0,0.0,11.666666666666666,12.36482466066094,2.073170731707317,1.170261592603103,5.6571428571428575,3.268401593989306,0,0,0,0,0,0,0.0,0.0,0.004545454545454545,0.013636363636363636,0,0,0.0,0.0,0.010146405,0.014349183,0,0,0.2289865,0.41230243,1.0,0.9743589743589743,425.8799999999997,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.111111104,3.0,2.2,0.7827380952380952,1.0,1.0,0.6340951944366648,0.6340951944366648,0,1,1,1,4,0,0,0,10,3,1,2,1,0,0,0,0,0,6.454150667660038,1.8647234382069948,5.378458889716699,389.4,588.6666666666666,278.8181818181818,291.9166666666667,302.8888888888889,11.355000000000018,14.656666666666666,113.27051963629346
11600,1,3,36,3.0,0.0,10.0,10.03327796219494,2.1944444444444446,1.260826133803761,6.033333333333333,3.331499495555851,0,1,0,0,1,0,0.011363636363636364,0.01968239554055542,0.010427807486631016,0.021068772211863002,0,0,0.0,0.0,0.004859974,0.006873041,0,0,0.22546223,0.41404864,1.0,0.9090909090909091,101.63999999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.11111113,4.0,1.4,0.8068181818181819,0.9772727272727273,0.9772727272727273,0.6407668695450501,0.6407668695450501,0,2,1,0,3,0,0,0,6,4,0,5,2,0,0,0,0,0,6.535420533246341,1.8772366959233269,5.481320447238866,383.0,600.0,251.22222222222223,272.6,319.8888888888889,-0.14365591397850608,15.84645161290323,116.55709696254057
11614,1,4,54,4.0,0.0,9.25,9.283722313813572,2.074074074074074,1.3009699117929807,6.243243243243243,3.1742665073606604,0,0,0,1,1,1,0.0,0.0,0.006832298136645963,0.0227931411089406,0,1,0.1281683,0.18125737,0.07337401,0.1400647,0,0,0.23994249,0.38558912,0.95,0.95,223.99999999999983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,2.0,0.7142857142857143,0.9166666666666666,1.0,1.0,0.8090913442186017,0.8090913442186017,0,2,1,0,0,0,0,1,13,2,3,2,1,0,0,0,0,0,6.603364806006075,1.8875793382106094,5.3540795724373575,325.0,588.4444444444445,330.25,326.22222222222223,372.0,-15.196993243243213,17.676959459459464,123.4574908546371
11633,1,4,81,4.0,0.0,15.5,10.735455276791944,2.0123456790123457,1.2499382700807051,5.806451612903226,3.1100187203949554,0,0,0,1,1,1,0.0,0.0,0.006202131202131202,0.018454639533704662,0,1,0.15597975,0.10840866,0.14707172,0.12965573,0,0,0.3577158,0.38841975,0.9714285714285714,0.9076923076923077,197.16666666666666,0.9408653846153832,0.0,1.0,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.5,0.14413393,5.0,1.375,0.9591836734693878,1.0,1.0,0.7079382162713109,0.7079382162713109,0,3,1,0,2,0,0,2,19,6,4,6,3,0,0,0,0,0,6.603780207980778,1.8876422438536382,5.645166951983569,371.8333333333333,568.7619047619048,315.7368421052632,317.8095238095238,342.25,-2.6587903225806144,17.48080645161291,123.71979245552414
11635,1,5,102,5.0,0.0,16.4,15.331014317389442,1.9901960784313726,1.2307535970364387,5.463414634146342,3.182249250372,0,1,0,2,3,2,0.005847953216374269,0.016540509501439708,0.009749701276525583,0.02210946892977025,0,2,0.1507189,0.15075813,0.124194525,0.1674265,0,0,0.25769928,0.35826775,0.9333333333333333,0.8470588235294118,155.61538461538464,0.9066567546250978,2.0,1.0,5.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,0.5,0.085470155,6.0,1.4,0.9030864197530865,1.0,0.9876543209876544,0.5517840218479949,0.5517840218479949,1,3,1,0,2,0,0,2,26,7,6,6,5,0,0,0,0,0,6.617534979491253,1.8897229410124028,5.649115226394971,391.0,571.8076923076923,315.60869565217394,318.61538461538464,345.05263157894734,3.449975609756109,16.852341463414636,114.53971344200473
11711,1,3,27,3.0,0.0,7.333333333333333,6.342099196813483,1.8888888888888888,1.12089707663561,5.5,3.1297690882003653,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.009325949,0.013188882,0,0,0.21600492,0.41921124,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111104,1.0,2.5,0.6296296296296297,1.0,1.0,0.6313311683710515,0.6313311683710515,0,2,0,0,3,0,0,1,5,2,0,1,1,0,0,0,0,0,6.339864145434364,1.8468573400546213,5.4753372165114955,397.3333333333333,587.2222222222222,287.8888888888889,297.44444444444446,316.5,22.500757575757603,11.942727272727272,115.25225150079343
11713,1,1,11,1.0,0.0,10.0,0.0,2.090909090909091,1.6403990645294488,4.8,3.6,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999994,2.0,5.0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,6.584173161785776,1.8846687634216557,6.584173161785776,287.5,592.0,278.0,301.42857142857144,346.57142857142856,10.564999999999998,14.270000000000007,nan
11738,1,4,74,4.0,0.0,14.0,8.689073598491383,1.972972972972973,1.193279962017583,5.696428571428571,2.9816081642123864,0,0,0,1,1,1,0.0,0.0,0.004991171109592163,0.014484942702703821,0,1,0.15251864,0.103597485,0.14415225,0.12758973,0,0,0.35552615,0.3890956,0.967741935483871,0.9137931034482759,188.38400000000013,0.9379915305505149,0.0,1.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.5,0.14471872,4.0,0.875,0.9285714285714286,1.0,1.0,0.6994153773387268,0.6994153773387268,0,2,1,0,0,0,0,2,18,5,4,4,3,0,0,0,0,0,6.611794341686349,1.8888550756768518,5.549184536772471,361.25,572.8888888888889,311.125,311.3333333333333,346.7857142857143,2.2750000000000057,16.419999999999998,121.0660017621607
11799,1,1,6,1.0,0.0,5.0,0.0,1.5,0.8366600265340756,4.0,2.6076809620810595,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6.56147773511376,1.8812158420868088,6.56147773511376,306.0,616.6666666666666,311.6666666666667,317.3333333333333,306.0,66.40000000000003,5.240000000000002,nan
11801,1,6,107,6.0,0.0,14.666666666666666,14.624940645653538,1.8224299065420562,1.3161771695857174,4.840909090909091,3.4472860327706396,0,1,0,6,9,6,0.04480963480963481,0.035222304831272394,0.038406270839991034,0.037717828353064795,0,6,0.19241264,0.33942252,0.16987818,0.29082546,0,0,0.263536,0.4049313,0.8837209302325582,0.6767676767676768,60.60231451438461,0.7905376381499212,0.0,3.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,3.0,0.0,3.0,3.0,8.0,1.0,4.0,1.5,0.1162887,14.0,2.0,0.9442640692640693,0.9702380952380953,0.9702380952380953,0.7379975359172167,0.7379975359172167,2,5,0,0,0,0,5,3,20,17,3,3,10,0,0,0,1,1,6.294471737163858,1.8396717461297145,5.850156085128762,438.6666666666667,564.025,262.3333333333333,281.5,293.39285714285717,30.60786630036631,12.757967032967034,132.45480003333228
11802,1,1,22,1.0,0.0,21.0,0.0,1.9545454545454546,1.4953028910326949,4.904761904761905,4.010756512237251,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,0.9583333333333334,161.28000000000014,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.25000003,3.0,8.5,0.875,1.0,1.0,0,0,1,0,0,0,0,0,0,1,6,4,1,1,1,0,0,0,0,0,6.4506224261726,1.8641766263336366,5.889698736940201,383.0,574.375,280.85714285714283,289.375,350.14285714285717,32.681304347826114,14.414782608695656,85.74876045375716
11803,1,1,15,1.0,0.0,13.0,0.0,1.7333333333333334,0.7988086367179803,4.384615384615385,1.9821690348807885,0,0,0,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,6.651429220100778,1.8948317518916067,6.651429220100778,383.0,578.4444444444445,319.6666666666667,371.44444444444446,394.22222222222223,37.455384615384645,11.264615384615386,nan
11804,1,6,137,6.0,0.0,19.166666666666668,13.30935343616995,1.8905109489051095,1.3702663551552363,4.826086956521739,3.526941943199439,0,2,0,4,9,4,0.023879348098098097,0.02760609377508361,0.02995323985727756,0.031089668004455503,0,4,0.2195998,0.18034571,0.16903546,0.13810776,0,0,0.29785377,0.34300935,0.9122807017543859,0.7049180327868853,80.0272590077344,0.84113654003552,0.0,4.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,1.0,4.0,4.0,5.0,0.0,4.0,0.0,4.0,4.0,9.0,1.0,5.0,2.0,0.20089598,12.0,5.333333333333333,0.9468984962406015,0.993421052631579,0.9868421052631579,0.7465349265300908,0.7465349265300908,2,4,0,1,0,0,5,4,27,16,8,6,11,0,0,0,1,1,6.364810455130892,1.850784452324937,5.650999936798456,435.5,572.4375,261.725,288.2083333333333,311.62857142857143,16.273148967551663,15.668274336283183,127.4627421536271
11867,1,3,104,3.0,0.0,29.333333333333332,25.83709650010147,1.8269230769230769,1.1860213958048758,4.636363636363637,3.1736909190383957,1,1,1,1,1,1,0.021131741821396998,0.01904198114778283,0.021796945619062855,0.017719716602314264,1,1,0.04174196,0.0029277038,0.11521686,0.10393671,0,0,0.3902914,0.44391194,0.975609756097561,0.7717391304347826,112.85333333333334,0.8631057286743498,2.0,3.0,3.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,4.0,4.0,5.0,2.0,5.0,1.0,0.2933834,9.0,1.0,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.5840319736953492,0.5840319736953492,1,1,0,1,1,0,0,3,18,13,5,5,5,0,0,0,0,0,6.408937693818811,1.8576935308051212,5.627359926279932,308.75,587.0588235294117,283.1818181818182,306.20588235294116,331.7878787878788,9.871960784313757,18.92117647058824,116.83190221774454
11869,1,2,62,2.0,0.0,27.5,15.5,1.7419354838709677,1.0071137769407488,4.527272727272727,2.4109941024364767,0,0,0,0,3,1,0.023200757575757576,0.02584290539582422,0.030124079137237032,0.034905942282203214,0,0,0.16207018,0.0,0.16207018,0.0,0,0,0.5810351,0.41896492,0.8333333333333334,0.8301886792452831,87.39111111111114,0.8629016192834171,0.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.11111111,5.0,4.6,0.8731060606060607,0.9791666666666666,0.9791666666666666,0,0,2,3,0,0,0,0,0,1,13,8,8,1,5,0,0,0,0,1,6.243023000362962,1.8314645202571809,5.508549706202614,333.75,594.4090909090909,242.05,273.1818181818182,298.05263157894734,25.023088235294153,16.10401960784314,78.49712179441086
11870,1,3,40,3.0,0.0,11.333333333333334,7.717224601860151,1.6,1.0327955589886444,4.117647058823529,2.6763089802534883,0,0,1,0,0,2,0.0,0.0,0.005128205128205128,0.01918798659884073,0,0,0.106388986,0.060960088,0.0829022,0.05983878,0,0,0.38860145,0.43507612,0.9473684210526315,0.9696969696969697,304.9200000000003,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.26239988,3.0,2.3333333333333335,0.9083333333333332,1.0,1.0,0.714295668706886,0.714295668706886,2,2,0,0,0,0,0,1,10,4,4,1,2,0,0,0,0,0,6.034365968577815,1.7974707899712197,5.450395068392864,383.0,584.8333333333334,234.3,257.3333333333333,309.5,48.978924731182815,8.99483870967742,119.78463275940787
11871,1,2,26,2.0,0.0,12.0,3.0,2,1.2,5.25,3.031088913245535,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.21511768,0.0,0.21511768,0.0,0,0,0.60755885,0.39244118,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,2.0,1.0,0.9,1.0,1.0,0,0,1,0,0,0,0,0,0,0,8,2,4,0,1,0,0,0,0,0,6.2294970512705055,1.829295599407364,5.687801655507853,0,598.6666666666666,243.55555555555554,266.0,294.77777777777777,22.2842391304348,13.008043478260873,81.26563576055186
11926,1,2,18,2.0,0.0,8.5,3.5,2.2222222222222223,1.5167905573187228,5.411764705882353,3.4137925008345666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.09893235,0.0,0.09893235,0.0,0,0,0.54946613,0.4505338,1.0,0.9411764705882353,80.91999999999999,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.529424,3.0,4.0,1.0,1.0,1.0,0,0,0,2,0,0,0,0,0,1,4,4,2,1,2,0,0,0,0,0,6.620487295117199,1.890168976774188,6.231046865992658,0,616.3333333333334,248.5,269.3333333333333,291.3333333333333,4.125147058823558,14.795588235294119,93.32839565936696
11927,1,1,9,1.0,0.0,8.0,0.0,2,1.3228756555322954,5.375,2.8256636388643286,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,nan,nan,0,0,0.99999994,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,6.144565181795109,1.815567980839086,5.37649453407072,0,598.0,180.0,217.0,217.0,18.940000000000026,12.605000000000004,74.35306112904034
11931,1,2,20,2.0,0.0,9.0,4.0,1.85,1.0399898784932577,4.722222222222222,2.704020783030657,0,0,0,0,0,0,0.05555555555555555,0.0,0.05555555555555555,0.0,0,0,0.29054755,0.0,0.29054755,0.0,0,0,0.6452738,0.35472623,1.0,0.8888888888888888,45.359999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.25,3.0,1.5,1.0,1.0,1.0,0,0,0,2,0,0,0,0,0,0,5,4,1,0,2,0,0,0,0,0,6.203419409580937,1.8251006576954136,6.203419409580937,0,632.0,201.0,217.0,260.0,33.20000000000002,10.864444444444448,95.61659465641138
11949,1,2,14,2.0,0.0,6.0,1.0,1.8571428571428572,1.167320591199077,5.0,2.7386127875258306,0,0,0,0,0,0,0.08333333333333333,0.0,0.08333333333333333,0.0,0,0,0.11414191,0.0,0.11414191,0.0,0,0,0.557071,0.44292906,1.0,0.8333333333333334,20.160000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.59648114,2.0,0.5,0.8333333333333334,1.0,1.0,0,0,0,2,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,6.641781047624506,1.893380157585022,6.641781047624506,0,603.5,305.0,323.5,408.0,31.545000000000016,10.350000000000001,106.80124816250215
