id,liwc.funct,liwc.pronoun,liwc.ppron,liwc.i,liwc.we,liwc.you,liwc.shehe,liwc.they,liwc.ipron,liwc.article,liwc.verb,liwc.auxverb,liwc.past,liwc.present,liwc.future,liwc.adverb,liwc.preps,liwc.conj,liwc.negate,liwc.quant,liwc.number,liwc.swear,liwc.social,liwc.family,liwc.friend,liwc.humans,liwc.affect,liwc.posemo,liwc.negemo,liwc.anx,liwc.anger,liwc.sad,liwc.cogmech,liwc.insight,liwc.cause,liwc.discrep,liwc.tentat,liwc.certain,liwc.inhib,liwc.incl,liwc.excl,liwc.percept,liwc.see,liwc.hear,liwc.feel,liwc.bio,liwc.body,liwc.health,liwc.sexual,liwc.ingest,liwc.relativ,liwc.motion,liwc.space,liwc.time,liwc.work,liwc.achieve,liwc.leisure,liwc.home,liwc.money,liwc.relig,liwc.death,liwc.assent,liwc.nonfl,liwc.filler
4909,8,2,1,0,0,1,1,0,2,2,5,1,3,1,0,0,3,2,0,3,1,1,3,0,0,3,2,1,1,1,0,0,11,2,0,2,3,0,3,3,1,1,0,0,1,3,0,1,1,1,5,2,1,2,2,2,0,0,1,0,0,0,0,0
4961,5,1,1,0,0,1,1,0,1,2,2,2,1,1,0,1,1,0,0,2,0,1,2,0,0,3,4,3,1,1,0,0,5,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0
4962,14,5,3,0,0,3,0,2,2,1,6,3,0,4,1,0,5,1,0,0,0,3,6,0,0,1,0,0,0,0,0,0,10,2,1,1,2,0,2,3,1,2,1,1,0,4,3,1,1,1,3,3,2,2,1,2,0,0,2,0,0,0,0,0
4963,19,4,2,0,0,1,1,1,3,2,7,5,4,3,0,1,6,3,1,3,1,2,4,0,0,2,2,0,2,1,0,0,14,1,1,3,5,2,5,3,3,0,0,0,0,3,1,2,0,5,10,7,3,3,2,4,1,0,3,0,0,0,0,0
5196,23,6,4,0,0,4,0,3,2,2,7,4,1,5,1,2,8,4,0,3,0,3,7,0,0,3,1,0,1,0,1,0,19,1,3,3,3,2,2,5,2,2,0,1,0,3,1,1,1,2,10,3,4,6,6,4,0,1,2,0,0,0,0,0
5220,21,1,1,0,0,1,0,1,0,1,11,8,2,7,1,1,8,3,0,3,0,5,4,0,0,2,2,1,1,0,1,0,22,3,1,2,1,1,6,8,2,1,0,0,0,3,1,2,0,1,14,4,6,11,9,9,0,1,3,0,0,0,0,0
5221,21,2,2,0,0,2,0,2,0,2,9,7,1,6,1,1,8,2,0,2,0,4,4,0,0,1,2,1,1,0,1,0,19,2,1,2,1,1,4,7,1,1,0,0,0,2,0,2,0,3,14,3,7,11,7,7,0,1,2,0,0,0,0,0
5229,9,1,1,0,0,1,1,1,0,0,7,2,4,2,0,2,1,2,0,2,2,4,3,0,0,2,2,1,1,0,0,0,11,3,3,3,3,0,4,2,1,1,0,0,0,3,1,1,1,3,6,3,1,1,1,4,0,0,1,0,0,0,0,0
5231,18,4,4,0,0,4,2,1,2,3,6,3,2,2,1,0,10,0,0,1,1,1,7,0,0,0,3,2,1,0,0,0,12,2,1,2,0,0,2,6,0,0,0,0,0,0,0,0,0,3,10,0,9,2,0,3,1,0,1,0,0,1,1,0
5272,18,4,3,0,0,3,2,1,3,3,6,3,1,2,1,0,10,0,0,2,1,2,5,0,0,1,1,1,0,0,0,0,13,1,0,1,1,1,2,7,0,0,0,0,0,0,0,0,0,3,9,1,7,1,1,4,1,0,1,0,0,0,1,0
5274,4,1,2,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
5345,9,3,3,0,0,3,2,2,1,2,5,0,1,1,0,1,4,2,0,2,0,4,4,0,0,4,2,2,0,0,0,0,9,2,2,2,2,0,2,4,0,2,1,0,0,2,1,0,1,2,1,0,1,2,3,4,0,0,0,0,0,0,1,0
5347,44,9,7,0,0,7,4,3,5,7,11,4,1,6,0,4,22,8,0,5,0,4,14,0,0,3,9,8,0,0,0,0,32,7,8,5,6,1,2,11,3,8,3,2,2,3,1,0,0,14,15,4,16,7,6,10,0,0,1,0,0,2,4,0
5458,10,3,3,0,0,3,1,2,1,4,4,1,2,2,0,0,5,1,0,2,0,1,5,0,0,2,3,2,0,0,0,0,16,4,1,1,2,0,7,1,0,3,1,0,1,3,0,2,1,1,5,3,3,4,5,4,0,0,2,0,0,0,1,0
5491,35,9,6,0,0,6,6,2,6,5,11,8,3,5,2,1,8,6,0,7,2,6,14,0,0,1,6,4,1,0,0,0,29,3,2,3,5,0,3,12,3,3,0,1,2,3,1,2,0,5,16,7,9,7,6,9,0,0,2,0,0,1,1,0
5497,3,1,1,0,0,1,1,0,1,1,3,0,0,1,0,0,0,1,0,1,0,1,3,0,0,1,1,1,0,0,0,0,4,1,0,1,0,0,0,0,1,2,2,0,1,0,0,0,0,0,1,1,0,3,3,1,0,0,0,0,0,0,0,0
5738,17,3,3,0,0,3,0,3,0,3,4,3,2,1,0,0,8,1,0,1,1,1,5,0,0,1,2,1,1,1,0,0,13,3,2,0,3,1,3,5,0,0,0,0,0,1,0,0,0,2,8,2,5,5,4,1,0,0,0,0,0,0,0,0
5774,23,7,6,0,0,6,4,3,4,7,4,1,1,2,0,2,13,2,0,4,1,4,9,0,0,1,6,6,0,0,0,0,19,4,4,3,4,1,4,7,1,5,2,1,1,2,1,0,0,4,5,2,6,2,5,8,0,0,1,0,0,0,4,0
5779,9,3,3,0,0,3,1,2,1,3,3,1,1,2,0,0,5,1,0,1,0,1,5,0,0,1,2,1,0,0,0,0,11,3,0,1,0,0,6,1,0,1,0,0,1,3,0,2,1,0,5,3,3,3,5,4,0,0,2,0,0,0,1,0
5789,6,2,2,0,0,2,1,1,1,2,2,0,0,0,0,0,4,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,7,2,1,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1
6810,6,2,2,0,0,2,2,1,1,1,3,2,2,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,0,1,1,0,0,2,0,1,0,3,5,3,1,1,1,1,0,0,1,0,0,0,0,0
7089,21,4,3,0,0,3,2,1,3,4,3,2,1,0,1,0,12,2,0,2,0,1,4,0,0,1,2,2,0,0,0,0,17,1,2,1,2,2,0,9,0,1,1,0,0,2,2,2,0,2,5,2,5,3,2,2,1,0,0,0,0,1,1,0
7179,20,6,6,0,0,6,3,4,1,3,6,3,3,4,0,2,7,0,0,3,1,1,9,0,0,1,2,2,1,0,1,0,10,1,1,2,1,0,3,3,2,2,1,0,1,4,0,2,1,6,13,6,6,3,2,3,0,0,3,0,0,0,0,0
7390,6,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,2,1,0,0,0,1,2,0,0,3,3,1,2,1,0,1,4,0,1,1,0,0,1,1,1,2,1,0,0,1,0,1,0,3,6,3,4,1,1,2,1,0,1,0,0,0,0,0
7391,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,1,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,2,5,1,2,3,1,2,1,0,1,0,0,0,0,0
7443,7,2,2,0,0,2,2,0,2,2,1,1,0,1,0,0,3,1,0,0,0,1,4,0,0,1,1,0,1,0,0,1,5,0,1,0,0,0,1,2,0,2,1,0,0,1,0,1,0,2,6,2,4,3,1,1,2,0,1,0,0,0,0,0
7444,6,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,2,1,0,0,0,1,2,0,0,3,3,1,2,1,0,1,4,0,1,1,0,0,1,1,1,2,1,0,0,1,0,1,0,3,6,3,4,1,1,2,1,0,1,0,0,0,0,0
7476,17,3,3,0,0,3,3,0,3,5,2,0,0,2,0,1,13,1,0,2,1,2,5,0,0,0,1,0,1,0,0,0,13,1,1,1,2,0,2,7,0,0,0,0,0,2,0,2,0,2,10,1,9,4,0,2,1,1,1,0,0,0,2,0
7501,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,0,0,0,2,1,1,0,0,0,0,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0
7547,8,2,1,0,0,1,0,1,1,2,2,0,1,1,0,0,4,2,0,1,1,2,2,0,0,1,2,1,1,1,0,0,6,1,0,1,4,0,2,2,2,1,1,0,1,0,0,0,0,3,5,1,4,0,2,2,1,1,0,0,0,2,0,0
7549,12,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,7,2,0,2,0,2,3,0,0,0,2,2,0,0,0,0,10,0,2,1,3,0,0,4,2,2,2,0,0,0,0,0,0,2,6,1,5,0,3,1,1,0,0,0,0,1,0,0
7943,21,5,2,0,0,2,3,0,5,4,7,1,1,4,0,1,15,2,0,3,1,4,10,0,1,1,5,4,1,0,0,0,19,2,1,2,3,0,5,6,1,2,1,1,1,0,0,0,0,6,13,3,12,4,1,2,0,1,0,0,0,0,2,0
8032,7,4,3,0,0,2,2,0,3,1,0,0,0,0,0,0,3,2,0,1,0,0,5,0,0,1,1,0,1,0,0,0,6,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,2,1,1,1,0,1,0,0,0,1,1,0
8056,17,3,3,0,0,3,4,0,3,5,4,0,1,2,0,1,11,1,0,3,2,6,6,0,1,3,2,1,1,0,0,0,15,1,2,2,4,0,4,6,1,2,1,0,1,1,0,1,0,3,9,1,7,5,2,5,0,0,0,0,0,1,1,0
8247,7,0,0,0,0,0,0,0,0,1,5,3,1,4,1,2,2,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,7,1,1,1,3,1,3,0,0,0,0,0,0,3,1,1,1,2,2,1,1,2,2,3,0,1,3,0,0,1,0,0
8249,4,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0
8250,10,2,1,0,0,1,1,0,2,1,1,1,0,2,0,1,4,2,0,3,0,0,2,0,0,0,2,0,1,0,1,0,12,1,1,1,4,1,4,2,2,1,0,1,0,0,0,0,0,1,4,0,5,2,1,0,0,0,1,0,0,0,1,0
8251,12,2,2,0,0,2,2,0,2,3,5,2,4,1,0,1,6,3,0,2,0,2,3,0,0,2,4,4,0,0,0,0,11,3,2,0,1,1,1,4,0,4,2,1,1,2,0,0,1,5,6,4,3,0,3,2,0,0,0,0,0,0,2,0
8258,12,3,3,0,0,3,2,1,2,3,2,1,0,2,0,1,7,1,0,0,0,2,5,0,0,0,2,1,0,0,0,0,11,1,1,1,0,1,3,4,0,0,0,0,0,4,0,2,1,2,8,2,3,5,4,3,1,0,2,0,0,0,1,0
8259,19,0,0,0,0,0,0,0,0,2,8,2,2,4,0,2,8,3,0,7,0,4,2,0,0,4,4,3,0,0,0,0,18,3,3,1,3,1,2,5,0,3,1,0,1,2,0,1,1,5,6,2,4,5,6,5,1,1,1,0,0,0,0,0
8260,12,1,1,0,0,1,1,0,1,2,5,0,0,3,0,0,9,2,0,2,0,4,5,0,0,0,2,1,0,0,0,0,17,4,3,2,3,0,3,7,0,4,1,0,2,3,1,1,1,0,4,1,3,4,1,0,4,0,3,1,0,0,1,0
8261,11,2,2,0,0,2,1,1,1,3,3,0,0,2,0,0,7,0,0,2,1,3,7,0,0,0,2,2,0,0,0,0,11,3,1,0,2,0,0,4,0,3,0,0,1,2,0,1,0,2,6,2,5,2,1,3,0,0,0,1,0,0,1,1
8268,7,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,8,1,2,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,3,0,4,3,3,5,0,1,0,0,0,0,0,0
8271,7,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,8,1,2,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,3,0,4,3,3,5,0,1,0,0,0,0,0,0
8272,4,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8278,8,1,1,0,0,1,0,1,0,2,4,2,2,2,0,0,4,0,0,2,1,1,3,0,0,1,2,2,0,0,0,0,10,1,1,0,2,1,0,4,0,3,1,0,2,1,0,0,0,3,4,2,3,1,3,2,0,0,0,0,0,1,0,0
8279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8280,45,13,9,0,0,8,7,2,11,10,18,13,4,11,4,1,12,8,0,5,2,6,17,0,0,4,5,3,0,0,0,0,40,7,7,8,13,4,1,9,5,6,1,1,3,3,1,0,0,7,17,7,6,5,6,5,3,0,4,0,0,0,0,0
8282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8287,6,1,1,0,0,1,1,0,1,1,2,1,2,0,0,1,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,5,2,3,0,0,0,0,1,0,0,0,0,0,0
8288,8,1,1,0,0,1,1,0,1,1,4,2,1,2,0,1,3,0,0,2,0,2,3,0,0,1,2,1,0,0,0,0,7,2,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,1,3,1,2,0,2,3,0,1,0,0,0,0,0,0
8289,6,1,1,0,0,1,1,0,1,1,2,1,2,0,0,1,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,5,2,3,0,0,0,0,1,0,0,0,0,0,0
8291,8,1,1,0,0,1,1,0,1,1,4,2,1,2,0,1,3,0,0,2,0,2,3,0,0,1,2,1,0,0,0,0,7,2,1,1,1,1,1,2,0,1,0,0,1,0,0,0,0,1,3,1,2,0,2,3,0,1,0,0,0,0,0,0
8641,7,1,1,0,0,1,1,0,1,2,6,2,3,2,1,1,2,1,0,1,0,5,5,0,0,1,3,2,1,1,0,0,9,2,2,2,3,2,4,1,2,2,0,0,1,2,0,0,1,3,7,2,2,2,1,2,0,0,1,0,0,0,0,0
8669,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0
8671,8,1,1,0,0,1,1,0,1,1,2,2,1,1,0,1,4,0,0,1,1,1,3,0,0,1,3,2,0,0,0,0,7,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,2,3,1,4,0,1,1,0,0,0,0,0,1,0,0
8672,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,8,2,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,0,0,0,0,0,1,0,0
8681,13,2,2,0,0,2,0,2,0,2,4,3,1,3,1,0,6,1,0,0,0,3,5,0,0,1,1,0,0,0,0,0,11,3,1,2,3,0,2,3,0,1,0,1,0,3,2,1,1,2,9,3,6,5,2,2,0,0,2,0,0,1,0,0
8683,14,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,10,3,0,3,0,1,3,0,0,1,0,0,0,0,0,0,9,0,1,0,0,0,3,2,0,0,0,0,0,2,0,1,1,2,5,2,4,4,3,1,0,0,1,0,0,0,0,0
8691,13,2,2,0,0,2,0,2,0,2,4,3,1,3,1,0,6,1,0,0,0,3,5,0,0,1,1,0,0,0,0,0,11,3,1,2,3,0,2,3,0,1,0,1,0,3,2,1,1,2,9,3,6,5,2,2,0,0,2,0,0,1,0,0
8693,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0
8694,8,1,1,0,0,1,1,0,1,1,2,2,1,1,0,1,4,0,0,1,1,1,3,0,0,1,3,2,0,0,0,0,7,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,2,3,1,4,0,1,1,0,0,0,0,0,1,0,0
8696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8698,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
8699,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0
8705,15,2,2,0,0,2,2,0,2,2,0,0,0,0,0,0,11,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,12,0,14,0,1,2,0,0,0,0,0,0,2,0
8706,9,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,5,2,0,1,0,0,2,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0
8708,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,7,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0
8722,14,1,0,0,0,0,0,0,1,2,5,5,3,1,1,0,5,1,0,3,1,0,2,0,0,1,0,0,0,0,0,0,12,1,1,2,4,1,1,4,2,1,1,0,0,1,1,0,0,2,4,2,4,3,0,1,0,0,2,0,0,1,0,0
8723,12,3,2,0,0,2,2,0,3,3,4,1,2,0,0,1,3,2,0,4,1,3,4,0,0,1,1,1,0,0,0,0,12,5,2,2,5,0,0,5,2,2,2,0,0,2,2,0,0,2,4,4,3,2,0,4,0,0,0,0,0,0,1,0
8825,39,9,8,0,0,6,4,4,4,6,10,4,3,6,1,5,17,6,1,6,3,4,8,0,0,4,3,2,1,1,0,0,32,5,7,5,7,2,5,9,3,5,3,4,1,6,2,1,2,14,17,4,13,7,5,5,2,0,3,0,0,3,0,0
8854,32,10,8,0,0,8,6,2,7,6,9,3,2,5,0,4,15,4,0,6,0,4,10,0,0,4,5,4,1,1,0,0,28,6,5,4,3,2,6,8,2,6,3,1,2,4,0,2,1,9,16,5,12,5,5,6,1,0,2,0,0,2,4,0
8855,32,9,5,0,0,4,5,1,7,5,13,6,4,9,0,3,14,6,0,3,1,4,10,0,0,6,6,3,3,0,0,2,27,4,2,4,5,1,8,9,2,4,2,4,0,7,2,1,3,11,15,6,11,4,6,8,1,0,3,0,0,1,3,0
8856,12,2,2,0,0,2,2,1,1,1,4,4,0,2,2,0,6,2,0,1,0,2,4,0,0,0,2,1,1,0,1,1,11,3,1,2,3,1,1,3,0,3,2,1,0,1,0,0,0,2,8,1,7,1,2,1,1,0,2,0,0,0,1,0
8857,29,9,5,0,0,5,3,2,7,5,11,10,2,7,1,1,9,4,0,3,0,1,11,0,0,1,2,1,1,0,1,1,22,3,4,5,7,1,3,7,5,4,3,2,0,3,2,1,0,3,20,7,12,7,6,7,2,0,4,0,0,0,2,0
8858,8,2,2,0,0,2,2,0,2,3,1,1,0,1,0,1,4,1,0,2,0,0,4,0,0,0,1,0,0,0,0,0,8,2,0,0,1,0,2,3,0,0,0,0,0,3,0,2,0,0,4,3,5,2,1,1,0,0,2,0,0,0,2,0
8859,16,4,3,0,0,3,3,1,3,3,6,2,3,2,3,1,8,0,0,2,0,0,5,0,0,3,5,3,2,2,0,0,13,2,2,4,3,1,2,5,0,0,1,0,0,3,1,1,0,3,8,5,9,1,1,4,0,0,2,0,0,1,2,0
8860,36,12,9,0,1,8,6,4,7,6,12,10,1,8,4,0,10,5,0,4,0,3,13,0,0,2,2,2,0,0,0,0,30,3,3,6,9,2,5,11,3,4,1,1,1,3,0,3,0,3,16,5,12,4,5,6,2,0,7,0,0,0,2,0
8861,5,1,1,0,1,1,1,0,1,1,2,2,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0
8862,26,6,5,0,0,4,4,1,5,6,10,6,1,5,3,2,9,4,0,3,2,4,9,0,0,2,2,0,1,0,0,1,24,3,3,6,10,2,3,5,3,6,3,3,1,3,1,0,1,3,12,5,11,2,5,5,3,0,2,0,0,0,1,0
8863,14,4,1,0,0,1,2,0,4,2,6,3,4,2,0,2,7,2,0,2,1,5,5,0,0,5,3,2,1,1,0,0,11,2,2,1,2,0,3,2,1,3,2,2,0,2,0,0,1,8,11,5,8,0,3,2,1,0,0,0,0,3,2,0
8865,32,8,4,0,0,3,2,1,6,3,11,8,5,8,1,2,14,3,0,4,1,3,9,0,0,2,3,0,2,1,0,0,31,6,4,3,5,2,10,7,2,3,1,1,1,5,3,2,0,2,15,6,9,5,6,7,1,0,6,0,0,0,1,0
8866,35,13,6,0,0,3,4,2,11,6,13,10,1,6,3,1,8,8,0,4,2,4,14,0,1,1,3,3,0,0,0,0,30,6,4,8,13,0,5,5,9,4,1,1,2,2,2,0,0,4,13,7,7,4,4,2,2,0,3,0,0,0,2,0
8868,28,10,8,0,1,7,7,1,8,6,6,3,0,7,1,4,12,7,0,4,0,3,9,0,0,3,3,1,0,0,0,0,23,2,3,3,6,2,4,8,2,4,2,3,0,4,1,0,2,6,11,4,10,2,4,5,1,0,4,0,0,1,3,0
8869,13,3,3,0,0,3,2,1,2,5,4,3,0,3,1,0,6,1,0,2,2,2,4,0,0,0,0,0,0,0,0,0,15,1,1,1,3,0,2,7,0,3,2,1,0,3,2,2,0,0,5,3,5,2,4,3,1,0,3,0,0,0,2,0
8870,21,8,4,0,0,3,2,1,6,3,5,3,1,6,1,2,9,2,0,3,1,2,8,0,0,1,2,0,1,1,0,0,25,3,5,3,6,2,7,5,2,5,2,1,0,4,3,1,0,0,9,2,5,3,3,2,1,0,4,0,0,0,1,0
8871,22,7,8,0,1,7,6,4,2,3,10,5,1,6,1,2,10,3,0,1,0,4,9,0,0,5,1,1,0,0,0,0,15,3,2,2,1,0,2,4,0,4,2,2,1,4,2,0,2,7,11,6,10,1,4,6,3,0,1,0,0,0,2,0
8872,3,1,1,0,0,1,1,0,1,1,2,0,1,1,0,0,2,0,1,1,0,2,2,0,0,1,1,0,1,1,0,0,5,2,0,0,1,0,1,2,0,2,1,1,0,0,0,0,0,1,3,2,4,0,1,1,1,0,0,0,0,0,1,0
8873,6,2,2,0,0,1,2,0,2,1,1,1,0,1,0,0,3,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,7,2,0,1,1,1,2,2,1,2,1,1,0,1,1,0,0,1,3,2,4,0,2,2,1,0,1,0,0,0,1,0
8874,29,7,5,0,1,4,4,1,5,4,10,7,4,5,1,4,11,7,0,4,1,5,4,0,0,4,4,3,1,0,1,1,26,3,4,1,3,4,5,8,1,4,1,1,1,4,0,2,2,9,13,6,8,6,5,6,2,0,3,0,0,0,2,0
8875,12,5,4,0,0,4,2,0,3,2,8,3,2,2,1,1,6,2,0,0,0,6,7,0,0,5,2,2,0,0,0,0,13,3,1,2,2,1,2,4,1,2,1,0,1,4,2,0,2,4,11,5,6,1,2,6,0,0,1,0,0,0,2,0
8876,25,6,5,0,0,4,4,1,5,4,6,1,3,2,0,3,15,5,1,1,0,4,10,0,1,0,2,0,2,1,1,0,20,3,2,3,4,2,4,9,3,2,1,1,0,2,1,1,0,8,16,4,12,5,2,3,1,0,0,0,0,0,3,0
8877,11,2,2,0,0,1,2,0,2,1,4,3,1,2,1,0,5,2,1,1,0,2,3,0,1,0,0,0,0,0,0,0,9,1,1,2,2,1,1,2,1,2,1,1,0,1,1,0,0,2,5,2,5,1,2,1,1,0,2,0,0,0,1,0
8880,40,6,4,0,0,3,4,0,6,6,14,8,1,12,3,0,16,6,1,7,1,1,7,0,0,2,4,3,1,1,0,0,37,9,2,6,8,2,9,16,2,7,5,3,1,7,2,1,1,8,23,6,15,10,6,5,4,0,8,0,0,0,1,0
8889,16,2,2,0,0,2,2,0,2,2,4,2,0,0,1,1,11,0,0,0,1,2,3,0,0,1,2,2,0,0,0,0,9,1,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,5,10,1,10,3,3,4,0,1,1,0,0,1,1,0
8909,16,2,2,0,0,2,2,0,2,2,4,2,0,0,1,1,11,0,0,0,1,2,3,0,0,1,2,2,0,0,0,0,9,1,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,5,10,1,10,3,3,4,0,1,1,0,0,1,1,0
8976,12,4,4,0,0,4,3,1,3,4,5,1,1,2,0,2,6,1,0,1,0,3,5,0,0,2,1,1,0,0,0,0,7,2,2,1,0,0,0,2,0,1,0,0,0,1,0,0,1,4,7,2,4,1,4,2,0,0,0,0,0,1,2,0
8981,12,5,3,0,0,3,2,1,3,3,2,1,0,1,0,0,8,0,0,2,0,2,5,0,0,0,2,1,0,0,0,0,10,2,0,1,2,2,1,4,0,0,0,0,0,1,0,1,0,2,6,3,5,1,1,2,0,0,1,0,0,1,2,0
8982,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,1,2,0,0,1,0,0,0,0,0
8986,4,1,1,0,0,1,1,0,1,1,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,1,1,2,2,2,0,0,1,0,0,0,1,0
9010,12,5,3,0,0,3,2,1,3,3,2,1,0,1,0,0,8,0,0,2,0,2,5,0,0,0,2,1,0,0,0,0,10,2,0,1,2,2,1,4,0,0,0,0,0,1,0,1,0,2,6,3,5,1,1,2,0,0,1,0,0,1,2,0
9011,12,4,4,0,0,4,3,1,3,4,5,1,1,2,0,2,6,1,0,1,0,3,5,0,0,2,1,1,0,0,0,0,7,2,2,1,0,0,0,2,0,1,0,0,0,1,0,0,1,4,7,2,4,1,4,2,0,0,0,0,0,1,2,0
9014,12,5,3,0,0,3,2,1,3,3,2,1,0,1,0,0,8,0,0,2,0,2,5,0,0,0,2,1,0,0,0,0,10,2,0,1,2,2,1,4,0,0,0,0,0,1,0,1,0,2,6,3,5,1,1,2,0,0,1,0,0,1,2,0
