id,liwc.funct,liwc.pronoun,liwc.ppron,liwc.i,liwc.we,liwc.you,liwc.shehe,liwc.they,liwc.ipron,liwc.article,liwc.verb,liwc.auxverb,liwc.past,liwc.present,liwc.future,liwc.adverb,liwc.preps,liwc.conj,liwc.negate,liwc.quant,liwc.number,liwc.swear,liwc.social,liwc.family,liwc.friend,liwc.humans,liwc.affect,liwc.posemo,liwc.negemo,liwc.anx,liwc.anger,liwc.sad,liwc.cogmech,liwc.insight,liwc.cause,liwc.discrep,liwc.tentat,liwc.certain,liwc.inhib,liwc.incl,liwc.excl,liwc.percept,liwc.see,liwc.hear,liwc.feel,liwc.bio,liwc.body,liwc.health,liwc.sexual,liwc.ingest,liwc.relativ,liwc.motion,liwc.space,liwc.time,liwc.work,liwc.achieve,liwc.leisure,liwc.home,liwc.money,liwc.relig,liwc.death,liwc.assent,liwc.nonfl,liwc.filler
12040,20,6,5,0,1,4,3,1,4,3,9,3,6,3,0,0,9,2,0,2,1,5,11,0,0,0,5,4,3,0,2,1,15,4,3,2,1,1,3,5,1,1,0,0,1,2,0,2,0,6,11,5,8,3,4,4,0,0,3,0,0,0,2,0
12041,55,17,8,0,0,7,8,0,17,9,9,2,1,6,0,4,30,10,0,7,2,5,23,0,1,10,12,8,3,0,3,0,48,5,5,5,13,6,7,16,7,7,4,1,1,1,0,0,1,7,13,2,11,5,2,2,1,0,1,2,1,0,5,0
12054,10,2,1,0,0,1,2,0,2,1,2,0,0,2,0,1,5,1,0,1,0,2,3,0,0,1,3,2,1,0,1,0,8,2,0,1,1,2,1,3,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,1,0,0,0,1,0,0,1,0
12066,7,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,3,2,0,1,0,2,3,0,0,2,2,1,1,1,0,0,7,2,1,1,3,0,3,2,1,1,0,1,0,1,1,0,0,1,2,1,1,1,1,1,0,0,0,1,0,0,0,0
12067,4,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
12068,49,17,8,0,0,7,8,0,17,7,9,2,1,6,0,4,27,9,0,5,0,5,23,0,1,10,12,8,3,0,3,0,43,5,5,5,11,6,7,13,7,7,4,1,1,1,0,0,1,6,12,2,10,5,2,2,1,0,1,2,1,0,5,0
12077,23,3,3,0,0,3,2,2,1,3,9,5,2,7,0,0,10,0,0,4,0,3,7,0,0,3,5,5,1,0,1,0,13,3,2,0,2,1,4,5,0,2,1,0,1,5,2,2,0,5,14,6,10,5,3,5,0,0,2,0,0,1,1,0
12096,26,5,5,0,0,5,2,3,2,6,11,4,1,9,0,1,12,0,0,4,0,6,11,0,0,2,8,6,2,0,2,0,23,4,3,0,7,4,4,9,1,1,1,1,0,4,1,2,0,7,20,7,11,6,7,4,0,0,2,1,0,0,1,0
12124,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
12126,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,2,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,2,1,1,0,0,1,0,0,0,0,0
12130,11,2,2,0,0,2,2,0,2,3,6,4,2,2,1,0,3,2,0,3,0,1,4,0,0,3,2,1,1,1,0,0,9,2,0,1,1,0,3,3,0,1,1,0,0,2,1,1,0,0,3,2,1,3,3,4,0,0,2,1,0,0,1,0
12131,19,4,4,0,0,4,2,2,2,5,10,3,2,8,0,0,9,0,0,2,0,6,8,0,0,2,4,3,2,1,1,0,15,5,5,1,4,1,4,4,0,1,1,0,0,7,3,2,0,5,12,6,8,5,4,3,0,0,2,0,0,0,0,0
12138,57,18,9,0,0,8,8,1,17,8,12,5,1,8,1,4,29,9,0,7,0,5,24,0,1,10,12,8,3,0,3,0,48,5,6,6,12,7,9,13,7,8,5,1,1,2,0,1,1,6,17,3,12,7,4,3,1,0,3,2,1,0,5,0
12139,19,4,4,0,0,4,2,2,2,5,10,3,2,8,0,0,9,0,0,2,0,6,8,0,0,2,4,3,2,1,1,0,15,5,5,1,4,1,4,4,0,1,1,0,0,7,3,2,0,5,12,6,8,5,4,3,0,0,2,0,0,0,0,0
12140,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
12142,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
12147,4,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12149,13,2,2,0,0,2,2,0,2,3,8,5,3,3,1,0,4,1,0,3,1,2,5,0,0,1,2,2,0,0,0,0,10,2,0,1,1,0,2,4,0,2,1,0,1,2,1,1,0,1,7,3,4,3,3,4,1,0,2,0,0,1,1,0
12153,6,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12155,13,2,2,0,0,2,2,0,2,3,8,5,3,3,1,0,4,1,0,3,1,2,5,0,0,1,2,2,0,0,0,0,10,2,0,1,1,0,2,4,0,2,1,0,1,2,1,1,0,1,7,3,4,3,3,4,1,0,2,0,0,1,1,0
12157,62,18,9,0,0,8,8,1,17,8,15,7,2,10,1,5,32,10,0,7,0,6,25,0,1,12,14,9,3,0,3,0,53,8,8,6,12,7,10,13,7,8,5,1,1,4,1,1,2,8,20,5,13,8,4,3,2,0,5,2,1,0,5,0
12158,6,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12160,63,18,9,0,0,8,8,1,17,8,15,8,2,8,2,4,31,10,0,7,0,5,24,0,1,10,12,8,3,0,3,0,52,5,7,7,12,7,9,15,7,8,5,1,1,2,0,1,1,7,20,4,13,7,4,3,1,0,4,2,1,0,5,0
12163,9,2,0,0,0,0,0,0,2,1,5,3,1,3,0,0,1,1,0,4,0,1,1,0,0,4,3,2,1,1,0,0,10,0,0,1,3,1,4,3,1,1,0,0,1,3,0,2,1,1,5,3,0,4,4,3,0,0,2,0,0,0,0,0
12165,16,4,4,0,0,4,2,2,2,5,9,3,2,7,0,0,7,0,0,1,0,5,7,0,0,2,3,2,1,1,0,0,14,5,5,1,4,1,4,3,0,1,1,0,0,7,3,2,0,4,10,5,6,5,4,3,0,0,2,0,0,0,0,0
12166,5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,1,0,0,0,0,0
12169,6,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12171,6,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12173,55,18,11,0,0,9,11,1,17,9,11,1,4,6,0,6,26,11,1,7,1,11,26,0,0,12,10,5,2,0,2,0,51,9,11,9,15,6,8,13,9,11,5,1,3,3,1,0,2,10,18,4,12,9,3,6,4,0,2,1,2,0,5,1
12174,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12186,5,1,1,0,0,1,0,1,0,2,1,0,1,0,0,1,2,1,0,1,0,2,1,0,0,0,1,1,0,0,0,0,3,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0
12189,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,3,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12192,6,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12194,10,3,1,0,0,1,1,1,2,1,4,0,1,1,0,0,5,2,0,2,0,0,3,0,0,2,1,1,0,0,0,0,7,1,0,1,0,0,2,3,1,1,1,1,0,1,0,1,0,2,5,2,3,3,2,2,0,0,1,0,0,0,0,0
12195,58,19,12,0,0,9,12,1,18,9,13,3,4,7,1,6,26,12,1,7,1,11,27,0,0,12,10,5,2,0,2,0,55,10,12,10,16,6,8,13,10,12,5,1,3,3,1,0,2,10,19,4,12,9,4,7,4,0,2,1,2,0,5,1
12196,15,4,4,0,0,4,2,2,2,5,11,3,2,7,0,0,6,0,0,1,0,7,7,0,0,4,3,2,1,1,0,0,14,4,5,0,4,1,6,2,0,1,1,0,0,7,3,2,0,4,10,5,6,5,6,5,0,0,2,0,0,0,0,0
12197,57,19,11,0,0,9,11,1,18,9,13,2,4,8,0,6,26,11,1,7,1,11,26,0,0,13,11,6,2,0,2,0,53,9,11,9,16,6,9,13,9,12,5,1,4,4,1,1,2,10,19,5,12,10,4,7,4,0,3,1,2,0,5,1
12198,4,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0
12199,55,18,11,0,0,9,11,1,17,9,11,1,4,6,0,6,26,11,1,7,1,11,26,0,0,12,10,5,2,0,2,0,51,9,11,9,15,6,8,13,9,11,5,1,3,3,1,0,2,10,18,4,12,9,3,6,4,0,2,1,2,0,5,1
12201,6,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,3,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,2,0,1,2,1,1,0,0,1,0,0,0,0,0
12202,5,1,1,0,0,1,1,0,1,2,2,2,1,1,0,1,1,0,0,2,0,1,2,0,0,3,4,3,1,1,0,0,5,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0
12205,14,1,0,0,0,0,0,0,1,1,7,5,2,3,1,1,3,4,0,4,0,0,2,0,0,2,1,1,0,0,0,0,14,1,0,3,3,0,4,4,4,2,1,0,1,3,1,1,1,0,5,1,0,3,2,3,0,0,2,0,0,0,0,0
12209,44,18,14,0,0,14,12,6,12,11,8,3,3,6,0,4,21,6,0,6,1,4,20,0,0,6,7,4,2,2,0,0,39,6,4,2,6,5,6,16,3,5,1,2,1,10,6,2,1,5,16,6,11,9,5,6,1,0,3,1,0,0,5,0
12215,26,5,4,0,0,3,3,1,5,5,9,8,2,4,1,2,9,4,0,5,0,0,6,0,0,1,1,1,0,0,0,0,22,3,3,4,7,4,1,6,3,1,1,0,1,1,1,0,0,3,13,5,4,3,3,1,1,0,0,0,0,0,2,0
12216,10,2,2,0,0,2,2,0,2,2,3,3,1,1,1,1,2,2,0,2,0,0,3,0,0,2,4,2,1,1,0,0,8,1,0,0,2,2,1,2,1,2,1,0,1,2,1,0,0,1,3,2,0,0,1,2,0,0,1,0,0,0,0,0
12217,10,2,2,0,0,2,2,0,2,2,3,3,1,1,1,1,2,2,0,2,0,0,3,0,0,2,4,2,1,1,0,0,8,1,0,0,2,2,1,2,1,2,1,0,1,2,1,0,0,1,3,2,0,0,1,2,0,0,1,0,0,0,0,0
12218,16,4,3,0,0,3,2,1,3,3,6,5,1,4,1,1,4,2,0,2,0,2,5,0,0,2,3,2,1,0,1,0,15,3,1,2,4,4,3,5,1,1,0,0,1,1,1,0,0,2,7,3,4,4,0,2,1,0,2,0,0,0,1,0
12220,5,1,1,0,0,1,1,0,1,1,1,1,0,2,0,0,2,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0
12221,4,1,1,0,0,1,1,0,1,1,2,2,1,1,0,0,1,0,0,1,0,0,2,0,0,3,3,2,1,1,0,0,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0
12224,43,18,15,0,0,15,13,7,11,11,5,1,0,5,0,5,23,6,0,6,1,4,20,0,0,7,6,3,2,2,0,0,38,4,4,1,4,5,6,17,2,5,0,2,1,10,6,1,2,4,12,2,12,8,4,4,1,0,2,1,0,0,6,0
12234,6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,2,0,0,0,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,2,1,1,1,0,0,1,0,0,0,0,0,2,0,2,2,1,2,0,0,0,0,0,0,0,0
12235,6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,2,0,0,0,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,2,1,1,1,0,0,1,0,0,0,0,0,2,0,2,2,1,2,0,0,0,0,0,0,0,0
12236,15,2,1,0,0,1,0,1,1,2,7,6,1,4,1,1,3,3,0,4,0,0,2,0,0,2,1,0,1,0,0,0,14,1,0,3,2,0,4,3,3,0,0,0,0,3,1,2,0,0,5,2,1,5,3,3,0,0,3,0,0,0,0,0
12237,7,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,2,0,0,4,0,2,1,0,0,4,4,3,1,1,0,0,8,0,0,3,4,1,3,0,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12238,7,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,2,0,0,4,0,2,1,0,0,4,4,3,1,1,0,0,8,0,0,3,4,1,3,0,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12239,16,3,2,0,0,2,2,0,3,4,3,1,0,4,0,0,9,1,0,2,0,6,8,0,0,4,4,1,1,0,0,1,20,4,3,1,7,0,3,8,0,1,1,1,0,2,1,1,0,3,7,2,3,5,3,1,0,0,1,1,0,0,1,1
12242,13,2,1,0,0,1,1,0,2,2,8,6,3,4,1,3,2,3,0,3,0,4,2,0,0,0,2,2,0,0,0,0,12,3,1,3,4,2,3,2,3,1,1,0,0,4,2,1,0,3,10,6,1,4,1,2,1,0,3,0,0,0,1,0
12243,17,3,2,1,0,2,2,0,3,3,9,6,2,6,1,1,7,2,0,1,1,3,6,0,0,1,4,4,0,0,0,0,15,4,3,3,2,1,6,3,2,2,2,0,0,6,1,2,1,5,14,5,7,4,4,5,2,0,4,0,0,0,1,0
12244,9,1,1,0,0,1,1,0,1,1,3,3,1,1,1,0,2,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,1,4,0,1,1,0,0,2,1,1,0,0,3,1,2,0,1,1,0,0,2,0,0,0,0,0
12245,9,1,1,0,0,1,1,0,1,1,3,3,1,1,1,0,2,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,1,4,0,1,1,0,0,2,1,1,0,0,3,1,2,0,1,1,0,0,2,0,0,0,0,0
12246,46,14,10,0,0,8,8,3,11,7,15,11,1,11,1,1,14,7,1,5,0,5,18,1,0,3,6,2,0,0,0,0,40,11,6,6,6,5,11,11,4,4,2,1,1,9,4,3,0,7,17,5,12,8,6,6,0,0,5,1,0,3,4,0
12247,16,6,6,0,0,5,2,4,2,6,5,2,2,2,0,1,4,2,0,3,1,1,9,0,0,4,1,0,1,1,0,0,13,1,2,3,2,0,1,4,2,3,2,0,0,1,0,1,0,1,9,4,3,4,3,5,0,0,1,0,0,0,0,0
12248,16,6,6,0,0,5,2,4,2,6,5,2,2,2,0,1,4,2,0,3,1,1,9,0,0,4,1,0,1,1,0,0,13,1,2,3,2,0,1,4,2,3,2,0,0,1,0,1,0,1,9,4,3,4,3,5,0,0,1,0,0,0,0,0
12249,15,2,1,0,1,0,1,0,2,1,5,3,0,4,1,2,6,6,0,2,0,7,7,0,0,5,2,2,0,0,0,0,18,4,2,5,3,1,3,7,3,2,1,1,0,4,2,0,1,2,3,1,2,3,3,3,1,0,3,0,0,0,0,0
12250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
12251,11,2,2,0,0,2,2,1,1,1,0,0,0,1,0,1,6,2,0,0,0,1,5,0,0,2,3,1,0,0,0,0,10,2,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,1,0,1,0,0,0,2,0
12252,13,3,3,0,0,3,3,0,3,4,2,2,0,2,0,0,8,0,0,1,1,2,4,0,0,1,1,0,0,0,0,0,13,1,2,0,2,0,2,7,0,1,1,1,0,1,0,1,0,2,3,1,4,3,3,1,0,0,2,1,0,1,2,0
12254,14,2,2,0,0,2,2,0,2,2,3,2,0,3,0,0,7,2,0,0,0,2,5,0,0,1,2,0,0,0,0,0,15,3,3,0,2,0,2,7,1,1,1,1,0,3,1,2,0,1,4,3,3,4,3,2,0,0,2,1,0,0,1,0
12255,4,1,1,0,0,1,1,0,1,1,2,2,1,1,0,0,1,0,0,1,0,0,2,0,0,3,3,2,1,1,0,0,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0
12257,15,2,2,0,0,2,2,0,2,4,3,2,0,3,0,0,9,1,0,2,1,2,4,0,0,0,1,0,0,0,0,0,18,3,3,0,4,1,3,7,1,1,1,1,0,3,1,1,0,2,3,2,4,4,3,1,1,0,3,1,0,0,2,0
12258,46,17,12,1,0,9,10,2,15,11,16,8,6,9,0,1,16,10,0,6,1,8,22,1,0,1,3,1,2,2,1,1,45,10,6,7,10,1,10,11,5,7,3,2,1,10,2,2,1,15,23,9,16,5,3,5,2,1,2,1,0,0,5,0
12260,11,2,2,0,0,2,2,1,1,1,0,0,0,1,0,1,6,2,0,0,0,1,5,0,0,2,3,1,0,0,0,0,10,2,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,4,1,2,1,1,1,1,0,1,0,0,0,2,0
12261,16,3,2,0,0,2,2,0,3,4,3,1,0,4,0,0,9,1,0,2,0,6,8,0,0,4,4,1,1,0,0,1,20,4,3,1,7,0,3,8,0,1,1,1,0,2,1,1,0,3,7,2,3,5,3,1,0,0,1,1,0,0,1,1
12262,15,2,2,0,0,2,1,1,1,3,4,2,1,2,0,0,8,0,0,3,0,6,5,0,0,2,1,0,0,0,0,0,17,4,3,1,3,0,2,4,0,2,1,1,0,3,1,1,0,4,5,1,5,4,5,3,0,0,2,1,0,1,1,0
12263,17,3,3,0,0,3,3,0,3,4,3,2,0,3,0,0,8,2,0,2,1,3,8,0,0,1,2,0,0,0,0,0,22,4,3,0,4,0,3,10,1,2,1,1,0,3,1,1,0,3,5,3,5,4,4,1,1,0,2,1,0,1,2,0
12265,13,3,3,0,0,3,3,0,3,4,2,2,0,2,0,0,8,0,0,1,1,2,4,0,0,1,1,0,0,0,0,0,13,1,2,0,2,0,2,7,0,1,1,1,0,1,0,1,0,2,3,1,4,3,3,1,0,0,2,1,0,1,2,0
12266,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
12267,11,2,2,0,0,2,2,0,2,3,6,4,2,2,1,0,3,2,0,3,0,1,4,0,0,3,2,1,1,1,0,0,9,2,0,1,1,0,3,3,0,1,1,0,0,2,1,1,0,0,3,2,1,3,3,4,0,0,2,1,0,0,1,0
12269,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12271,11,2,2,0,0,2,2,0,2,3,6,4,2,2,1,0,3,2,0,3,0,1,4,0,0,3,2,1,1,1,0,0,9,2,0,1,1,0,3,3,0,1,1,0,0,2,1,1,0,0,3,2,1,3,3,4,0,0,2,1,0,0,1,0
12273,6,0,0,0,0,0,0,0,0,0,3,2,2,1,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,1,3,1,0,0,0,0,2,1,1,0,1,5,3,2,4,1,1,0,0,1,0,0,0,0,0
12275,9,4,2,0,0,2,2,0,4,4,3,1,1,1,0,2,2,2,0,3,1,4,3,0,0,2,6,5,0,0,0,0,12,3,0,2,5,3,3,4,2,3,2,1,2,2,0,1,0,1,2,2,3,2,2,4,1,0,1,0,0,0,2,0
12276,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
12277,18,5,4,0,0,4,4,0,5,5,7,5,2,3,1,1,6,4,0,4,0,1,7,0,0,3,2,1,1,1,0,0,16,2,0,3,2,0,4,6,3,1,1,0,0,2,1,1,0,0,5,2,3,3,3,4,0,0,2,1,0,0,3,0
12278,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12279,11,1,1,0,0,1,1,0,1,2,5,4,1,2,1,0,1,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,9,1,0,1,1,1,2,4,0,1,1,0,0,2,1,1,0,0,3,1,1,2,3,3,0,0,2,0,0,0,0,0
12286,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12292,7,1,1,0,0,1,1,0,1,3,3,1,1,1,0,0,1,1,0,3,1,0,2,0,0,3,1,0,1,1,0,0,5,0,0,1,2,0,1,1,0,1,1,0,0,1,0,1,0,2,4,3,0,2,2,3,0,0,1,0,0,0,0,0
12299,9,1,1,0,0,1,1,0,1,2,6,3,5,1,0,1,3,0,0,2,1,3,3,0,0,2,2,1,1,1,0,0,5,0,1,1,1,0,2,0,1,1,1,0,0,1,0,1,0,4,9,5,2,1,2,5,0,0,1,0,0,1,0,0
12303,20,4,3,0,0,3,3,0,4,5,9,6,2,4,1,0,6,4,0,5,1,1,7,0,0,4,2,1,1,1,0,0,18,2,0,3,3,0,5,6,2,1,1,0,0,3,1,2,0,0,6,3,3,6,6,6,0,0,3,1,0,0,2,0
12305,13,2,2,0,0,2,2,0,2,3,6,4,2,2,1,0,3,3,0,3,0,1,4,0,0,3,2,1,1,1,0,0,11,2,0,1,1,1,3,5,0,1,1,0,0,2,1,1,0,0,4,2,2,3,4,4,0,0,2,1,0,0,1,0
12308,13,2,2,0,0,2,2,0,2,3,6,4,2,2,1,0,3,3,0,3,0,1,4,0,0,3,2,1,1,1,0,0,11,2,0,1,1,1,3,5,0,1,1,0,0,2,1,1,0,0,4,2,2,3,4,4,0,0,2,1,0,0,1,0
12314,4,1,1,0,0,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,0,2,0,0,2,3,2,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0
12315,4,1,1,0,0,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,0,2,0,0,2,3,2,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0
12316,5,1,1,0,0,1,1,0,1,2,2,2,1,1,0,1,1,0,0,2,0,1,2,0,0,3,4,3,1,1,0,0,5,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0
12317,5,1,1,0,0,1,1,0,1,2,2,2,1,1,0,1,1,0,0,2,0,1,2,0,0,3,4,3,1,1,0,0,5,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0
12318,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12325,9,3,3,0,0,3,2,1,2,4,1,0,1,0,0,1,3,2,0,1,0,2,4,0,0,3,3,2,0,0,0,0,10,2,1,1,1,1,1,5,1,1,1,0,0,0,0,0,0,0,3,2,3,2,2,2,0,0,0,0,0,0,1,0
12330,8,2,2,0,0,2,2,0,2,2,6,0,3,2,0,3,4,2,0,2,0,5,5,0,0,4,3,2,1,1,0,0,7,1,1,2,0,0,1,2,1,2,1,1,0,1,0,0,1,3,4,2,2,1,2,4,0,0,1,0,0,1,2,0
12331,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,5,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,2,0,3,0,1,1,0,0,0,0,0,1,0,0
12340,5,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,2,1,1,3,1,1,0,0,1,0,0,0,0,0
12342,6,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0
12362,4,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
